微博id,微博发布者,微博发布者id,微博发布者性别,微博发布时间,微博发布来源,微博发布IP归属地,微博简介,认证状态,认证理由,content,like_cnt,comment_cnt,repost_cnt,fan_cnt,date,hour,date-hour
5063779198445791,小陀螺叻,7781259958,f,2024-08-04 22:41:44,周深的被窝HarmonyOS设备,四川,哈喽！我是enfp的小陀螺！ 有需要请看置顶 谢谢你的喜欢😘,True,社会艺术水平中国舞十级 超话粉丝大咖（周深超话）,#陈丽君 偷歌# 原来如此 只要我宣传越剧 什么都可以偷呢 版权是不存在的 出了事是要倒打一耙的 所谓“前辈”永远是无辜的 （姐咱要不然考虑去韩国发展@陈丽君_点绛唇 ）,6,0,0,8846,2024-08-04,22,2024-08-04-22
5063779381679956,一锅星星汤,6096291113,f,2024-08-04 22:42:28,掉粥里的HarmonyOS设备,云南,浅予深深 长乐未央,True,超话粉丝大咖（周深超话） 微博原创视频博主,"#陈丽君 偷歌#
@陈丽君_点绛唇 识字不？给我老老实实念一遍下来，什么时候“莫听穿林打叶声，一蓑烟雨任平生。”这两句就能代表苏轼的《定风波》了？以及一模一样的曲子连鼓点都不变一下就套在了你的歌里成了一首新歌，这是什么强盗逻辑

《光亮》这首歌戏腔部分是京剧，歌词中提到的""畅音阁""位于故宫内部，清朝时畅音阁长期演出的是京剧，这里要求唱的是京剧戏腔，而不是越剧。周深为唱《光亮》特地找的上海戏剧学院京剧老师学的京剧唱腔。能不能先搞清楚歌曲的背景再偷啊你和你粉丝若只的样子真的很可笑。钱雷知道他写的歌从京剧变成越剧了吗",221,12,12,2959,2024-08-04,22,2024-08-04-22
5063779666628770,元星芋星星鱼,7479494251,f,2024-08-04 22:43:36,nova7你在焦点在,河北,生米！！！纯米！！周深！发生了什么怎么回事昵称改不了！,True,超话粉丝大咖（周深超话）,"#陈丽君 偷歌#这不是第一次了吧，怎么用了别人的曲不标原唱还不能说了？唱着唱着真当自己的了？你但凡标上原唱粉丝会说什么吗？
之前就见到过跑到别人评论区底下让搜你家唱的，脸呢？
翻唱没问题，粉丝很高兴翻唱，但前提是尊重原唱吧，别偷成自己的。。

还有说可不敢翻唱我们家的歌了，周深的歌可不是你能唱的上去的，唱个人是呢？唱个解密呢？",5,2,2,151,2024-08-04,22,2024-08-04-22
5063779803728912,锦罽暖亲猫929,1862752484,f,2024-08-04 22:44:08,HUAWEI P50 Pro,四川,学做一只快乐的沙雕！,False,,"#陈丽君 偷歌#虽然我“蟾宫折挂”，虽然我偷《光亮》“莫听穿林打叶声 一蓑烟雨任平生”京剧戏腔当《定风波》，但我是推广越剧你们就不能说我任何不好的小解解一枚呀！【真诚发问，用这种方式“推广”，你们越剧真不觉得丢脸吗？
更新:闹大了知道注明出处了？猪撞树上了知道拐弯了？再偷一个试试呢？",4,1,0,228,2024-08-04,22,2024-08-04-22
5063779846981475,无趣的人一,6781345381,f,2024-08-04 22:44:19,Redmi K70,广东,底线是深,False,,#陈丽君 偷歌# 把京剧误导成越剧，这是在传承优秀传统文化？这不是在误导人吗？！对京剧和越剧都不尊重！第一次见脸皮如此之厚的人，不但偷歌，还不尊重优秀传统文化，还不尊重原唱，把原唱打成翻唱,0,0,0,55,2024-08-04,22,2024-08-04-22
5063780296038790,祁连Eileen,7396600243,f,2024-08-04 22:46:06,iQOO 10 未来电竞旗舰,山东,爱周深 要去成为更优秀的自己！早日找到那个喜欢的自己！想变厉害也能成为深深的海岸！希望世界和平，事在人为,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 京剧念白你们直接动也不动直接挪用也不标明原唱是这样吗？艺术工作者多少应该有点版权意识吧？一段曲子加到你们的歌里面就成为你们的了吗？ 而且你们唱的也不是京剧吧 怜雾_正在听反深代词的微博视频,1,0,0,316,2024-08-04,22,2024-08-04-22
5063780310459245,因为我只是一只小乌贼,6549656983,f,2024-08-04 22:46:09,Unknown,河北,,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 这姐现在也算是公众人物了吧，又不是什么网红，怎么还打这么上不得台面的擦边球😅作为公众人物一点正向引导的自觉都没有吗？😅😅,6,0,1,95,2024-08-04,22,2024-08-04-22
5063780368912797,偶素一朵小发_Charlie,7766857929,f,2024-08-04 22:46:23,拖延症的一天,河北,我唯一的猫猫神——周深,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#小姐姐您一个正统学越剧的不会告诉我越剧京剧分不清吧@陈丽君_点绛唇 您唱的您所谓的《定风波》这两句是钱雷老师原创的由董炳义老师指导的京剧唱法哦。而且这两句词和苏轼所写的《定风波》不一样哦，苏轼写的是“莫听穿林打叶声，何妨吟啸且徐行”，您唱的词是“莫听穿林打叶声，一蓑烟雨任平生”哦，这是九年义务教育的内容，可不要带坏小朋友偷歌哦不抢歌抢的这么明目张胆的，小姐姐您也是头一份啊,21,0,1,293,2024-08-04,22,2024-08-04-22
5063780375733281,纯文学叻_,7859365530,f,2024-08-04 22:46:25,周深被窝_iPhone客户端,江苏,周深永远是我最可爱的宝宝！我以渺小爱你🥰！                   详细请看置顶哦,True,微博原创视频博主,#陈丽君 偷歌# 老师我键盘都比你们有学识,40,6,0,1409,2024-08-04,22,2024-08-04-22
5063780524101996,与君商,7677873867,f,2024-08-04 22:47:00,iPhone客户端,上海,周深仙品,True,超话粉丝钻咖（周深超话）,#陈丽君 偷歌# 幸好看浪姐的时候就对陈丽君无感，堂而皇之的把周深的光亮戏腔做到自己的歌里不标明出处原唱，一次两次可以说是主办可能标的不对，但是这么多次不标明，陈丽君粉丝还多次把戏腔说成是自己家的定风波，不是偷歌是什么啊，糊人多作怪,25,0,0,53,2024-08-04,22,2024-08-04-22
5063780530653676,悖逆选择反深代词,6382305974,f,2024-08-04 22:47:02,Unknown,四川,你的轮廓已变成我这颗心的模具,False,,#陈丽君 偷歌#说点好笑的，已知陈丽君关注周深，今年4.24还出现了这么一个话题可是周深一直没有回关诶，到现在也没有，这么急地买这个话题干嘛啊，尴尬不 #陈丽君#,2059,308,355,1451,2024-08-04,22,2024-08-04-22
5063780532491876,一锅星星汤,6096291113,f,2024-08-04 22:47:02,掉粥里的HarmonyOS设备,云南,浅予深深 长乐未央,True,超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌# 不仅偷歌还买通稿下水军踩一捧一倒反天罡 哒姐你吃相别太难看,265,15,25,2959,2024-08-04,22,2024-08-04-22
5063780545069486,虾仁不眨眼叻,7598422756,f,2024-08-04 22:47:04,vivo手机,江苏,君子居其室，出其言，善则千里之外应之。,False,,#陈丽君 偷歌# 那个clj小姐姐我们周深原唱歌曲《光亮》QQ音乐收藏200万➕啦不需要你“宣传”啦 各大主流媒体带《光亮》和周深大名宣传推广的视频好多好多啦不需要你“宣传”啦 先回去搞明白京剧和越剧是什么再来发言哦🙄,91,3,1,62,2024-08-04,22,2024-08-04-22
5063781090593432,温柔·有牙齿,7493303375,f,2024-08-04 22:49:15,Unknown,山东,我喜欢的歌手叫周深，他唱歌超级好听！！！❤ 备用号【温柔有牙齿进阶版】,True,微博原创视频博主,#陈丽君 偷歌# 别给脸了OK？看了下两家广场米姐就事论事讨论光亮问题，陈丽君小姐姐粉丝zy呢,1731,99,24,7999,2024-08-04,22,2024-08-04-22
5063781384982265,反深代词就是神人间能得几回闻,6990271712,f,2024-08-04 22:50:25,周深的生米Android,山东,周深是我的第一顺位  互联网著名深宝女,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,"#陈丽君回应周深粉丝#
让小编带大家盘点一下陈丽君和她粉丝的骚操作吧
总结事件脉络:【陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱并营销是越剧选段，企图误导不明真相的人获取出圈机会，她粉丝至今还拒不认账，rsgj并造谣原唱】
陈丽君粉丝真好笑 口口声声说这次是主办方的问题 你们是只字不提陈丽君本人之前多次翻唱《光亮》戏腔（未标原唱）并试图改名为《定风波》，并在自己节目播出期间带周老师出场，周老师从未关注过陈丽君。请问这热搜是怎么来的啊谁都想来蹭一下大明星是吧 以前的你翻唱完带着粉丝拉踩 现在的你还想高攀 人不能有两副面孔啊 姐姐@陈丽君_点绛唇 你粉丝也是真敢说啊谁蹭谁啊#陈丽君 偷歌# 最后 还请陈女士粉丝停止辱骂周老师",5717,398,590,3567,2024-08-04,22,2024-08-04-22
5063781577657778,倚晚晴929,7833277051,m,2024-08-04 22:51:11,vivo S17,北京,,False,,#陈丽君 偷歌#偷歌贼！说着自己发扬越剧结果把别人京剧曲子拿来抄露馅儿了吧要我说文盲就别做出格的事儿省的丢人现眼,12,0,0,615,2024-08-04,22,2024-08-04-22
5063781761422403,深度热心网民五某,5635806054,f,2024-08-04 22:51:55,周深の网络邻居,山西,“这个人狗话连篇”,True,微博原创视频博主,#陈丽君 偷歌# 请问您有什么话要讲吗@陈丽君_点绛唇,102,2,13,3212,2024-08-04,22,2024-08-04-22
5063781803626562,数学我手拿巴掐,7892551897,f,2024-08-04 22:52:05,iPhone客户端,内蒙古,🫠,False,,#陈丽君 偷歌# 口口声声的文艺工作者就别钻法律空子了吧！ 我倒不知道钱雷什么时候成为戏曲家了，他不是为流行乐谱曲的嘛？ 曲调一样，歌词一样，就别嘴硬了！ 女权不是你钻空子的工具！ 还有，周深唱的是京剧，指导老师是董炳义老师！,12,0,0,1,2024-08-04,22,2024-08-04-22
5063781829576606,我想吃锅巴土豆,7209596594,f,2024-08-04 22:52:11,蚊子钻被窝,江苏,我是我担的狗谁骂他我咬谁,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌# 既然这条微博这么多人看那我放一个对比视频 由此可见，就是偷歌呀 相信大家都有耳朵的吧 怜雾_正在听反深代词的微博视频,166,99,8,1870,2024-08-04,22,2024-08-04-22
5063782019630513,壹只月儿,2815458843,f,2024-08-04 22:52:57,HUAWEI Mate 60 Pro,北京,满纸荒唐言,True,娱乐博主,#陈丽君 偷歌#大开眼界了。。。 srds。。宣传越剧文化，然后偷写给紫禁城的京腔戏歌片段，您师父不打算清理门户吗？,853,40,7,1.9万,2024-08-04,22,2024-08-04-22
5063782137077421,星星不失眠_神专反深代词,3598634723,f,2024-08-04 22:53:25,啾星最甜✨Android,河南,I'll be your lighthouse，I'l make it okay💐,True,娱乐博主 超话粉丝大咖（周深超话）,#陈丽君 偷歌#陈丽君粉丝只会造谣吗？陈丽君偷歌可是事实，素质可见一斑,37,5,0,1.5万,2024-08-04,22,2024-08-04-22
5063782341023613,LengMwZs_反深代词越听越牛逼,6571215714,f,2024-08-04 22:54:13,我推の粥深Android,江西,只对周深不挑食【镇魂】 进主页乱lh伤耗子的都替我挡灾,True,微博原创视频博主,#陈丽君 偷歌#我皱着眉听完她偷来的那首定风波，后面接着出来小深版本的戏腔感觉直接被洗了耳朵，这也差太多了点完全没有深版给我带来的惊艳感，音色质感也被秒成渣了，就这也能被吹还想着偷呢原唱就已经是天花板级别的大姐你是怎么敢偷的还好意思明面当原唱的面偷去偷，大捷泥祖上是有韩国血统吗？不然怎么能明摆着来抢歌呢，这是血脉要觉醒了么我是历史学家来的，你这唱得就是史@陈丽君_点绛唇,8,7,0,506,2024-08-04,22,2024-08-04-22
5063782412584115,寻找阿利维斯,2132709490,f,2024-08-04 22:54:30,iQOO Neo7,广东,每日被催催催,False,,#陈丽君 偷歌# 弘扬中国文化 不是免死金牌 做什么都得能被宽容 学艺先学德 德不行 只能给行当蒙羞 #陈丽君粉丝分不清京剧和越剧#,22,0,0,277,2024-08-04,22,2024-08-04-22
5063782609715674,卡巴拉之树2023,7877935491,m,2024-08-04 22:55:16,iQOO Neo6 强悍操控,湖南,,False,,#陈丽君 偷歌#@陈丽君_点绛唇 以为米姐真懒得理你是吧？一而再再而三地偷歌，23年的视频到现在被骂了才出来标原唱是什么意思？,0,0,0,7,2024-08-04,22,2024-08-04-22
5063782969378647,绝味小猫_,6868649471,f,2024-08-04 22:56:43,Unknown,湖北,做你自己这件事，没有任何人做的比你好,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌#哥们，睁大眼睛咯！！！别在说那些很丢人的话啦～,15,2,0,355,2024-08-04,22,2024-08-04-22
5063783074763771,奇闻攸然_三巡有票版,7366430445,f,2024-08-04 22:57:08,Unknown,河南,管好你自己‖镇魂,True,娱乐博主 超话粉丝大咖（周深超话） 微博原创视频博主,#陈丽君 偷歌#好吧其实退一万步讲陈丽君偷歌偷得也很失败，唱得难听就算了还暴露了她是文盲的事实,23,13,3,2283,2024-08-04,22,2024-08-04-22
5063783373088224,0林深时雾起0,2694338570,f,2024-08-04 22:58:19,微博轻享版,安徽,追光者,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 一上来发现倒反天罡了，怎么唱别人的歌不标原唱不标原曲偷歌的粉丝居然还要反过来辱骂被偷的只会偷歌加假唱麦吉的粉丝就这素质啊,24,0,0,893,2024-08-04,22,2024-08-04-22
5063783521191331,用月光打个蝴蝶结,2684320315,f,2024-08-04 22:58:55,iQOO Neo7,福建,玲珑骰子安红豆，入骨相思知不知。,False,,"#陈丽君 偷歌#一而再，再而三地偷，忍了你们多少次了？你们倒好，直接开始造谣了是吧？

翻唱标个翻唱很难吗？非得靠偷贩🗡️是吗？

还让我们找jmz？我说这不是第一次偷吧。艺人本人问题，甩什么锅呢？粉丝也没少造谣吧？一次两次三次的。脾气再好的人也忍不了你们这种人。

何止偷歌，还是假唱。真是丢人现眼。

京剧越剧傻傻分不清，粉这么个东西图啥？只能说物以类聚，什么人吸什么粉。没有道德底线，还是个文盲。",4,0,0,58,2024-08-04,22,2024-08-04-22
5063783645446167,一门心思去追星叻,7457969371,f,2024-08-04 22:59:23,OPPO Find N3 Flip,上海,一只追星族,False,,#陈丽君 偷歌#学艺先学德，尊重别人，也请尊重自己！,19,0,0,194,2024-08-04,22,2024-08-04-22
5063783698924965,晋得2024,7811527192,m,2024-08-04 22:59:37,HUAWEI Mate 20 Pro,上海,,False,,"今天陈丽君的《定风波》和周深老师的《光亮》原唱问题产生了争议
一个是周深老师2021年为紫禁城而创作的
一个是陈丽君2023年开始唱的几句戏腔
这算不算 #陈丽君 偷歌# ？
不由想起了，去年年底，美其名曰为了观众，宣扬的团魂 #陈丽君假唱# 舞台上戏曲演员只演不唱，由后台演员配唱
虽然陈丽君是流量姐，但为了传统艺术的精髓，如何传播传承，如何建立文化自信自强？
即使在娱乐圈也不可以任意妄为吧 @文旅之声 @浙江文旅",26,0,0,129,2024-08-04,22,2024-08-04-22
5063783880590275,这个鸽手不太冷,7559985220,f,2024-08-04 23:00:20,荣耀200 写真相机,四川,永远轻盈！永远滚烫！,True,超话粉丝大咖（周深超话）,#陈丽君 偷歌# 2分40秒开始的那几句戏腔出自作曲家钱雷创作的现代歌曲《光亮》，并非传统戏曲，为享有版权的现代歌曲，陈丽君多次演唱擅自改名未标明原曲，请重视并改正，标注歌名《光亮》，原唱周深，作曲钱雷，谢谢！,6,0,1,203,2024-08-04,23,2024-08-04-23
